work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,remote_work_type,company_location,company_size,job_category,exchange_rate,salary_in_usd,experience_level_description,employment_type_description,country_name
2022,MI,FT,Data Engineer,60000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,40000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,45295.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,95000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.8831,107576.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,90000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,101914.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,40000.0,GBP,GB,100,Fully remote,UK,M,Data Analyst,0.8831,45295.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,55000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,62281.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,35000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,39633.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,45000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,50957.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,80000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,90590.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,70000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,79266.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,140000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,158532.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,70000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,79266.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,50000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.8831,56619.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,35000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.8831,39633.0,Mid-level (Junior),Full-time,United Kingdom
2021,EN,FT,Research Scientist,60000.0,GBP,GB,50,Hybrid,UK,L,Research,0.727,82531.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Applied Data Scientist,80000.0,GBP,GB,0,On-site only,UK,L,Data Science,0.727,110041.0,Entry-level,Full-time,United Kingdom
2022,EN,FT,Data Engineer,40000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,45295.0,Entry-level,Full-time,United Kingdom
2022,EN,FT,Data Engineer,35000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,39633.0,Entry-level,Full-time,United Kingdom
2022,EN,FT,Machine Learning Engineer,28500.0,GBP,GB,100,Fully remote,UK,L,Machine Learning,0.8831,32273.0,Entry-level,Full-time,United Kingdom
2020,SE,FT,Big Data Engineer,100000.0,EUR,PL,100,Fully remote,UK,S,Data Engineering,0.876,114155.0,Senior-level (Intermediate),Full-time,United Kingdom
2020,SE,FT,Big Data Engineer,85000.0,GBP,GB,50,Hybrid,UK,M,Data Engineering,0.78,108974.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Director of Data Engineering,82500.0,GBP,GB,100,Fully remote,UK,M,Leadership (DE),0.727,113480.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Lead Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,S,Data Engineering,0.727,103164.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Finance Data Analyst,45000.0,GBP,GB,50,Hybrid,UK,L,Data Analyst,0.727,61898.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Data Engineer,70000.0,GBP,GB,50,Hybrid,UK,L,Data Engineering,0.727,96286.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Data Analytics Engineer,50000.0,USD,VN,100,Fully remote,UK,M,Data Engineering,1.0,50000.0,Senior-level (Intermediate),Full-time,United Kingdom
2021,SE,FT,Data Engineer,65000.0,EUR,RO,50,Hybrid,UK,S,Data Engineering,0.845,76923.0,Senior-level (Intermediate),Full-time,United Kingdom
2022,SE,FT,Data Scientist,90000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,101914.0,Senior-level (Intermediate),Full-time,United Kingdom
2022,SE,FT,Data Scientist,80000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,90590.0,Senior-level (Intermediate),Full-time,United Kingdom
2022,SE,FT,Data Engineer,60000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,67942.0,Senior-level (Intermediate),Full-time,United Kingdom
2022,SE,FT,Data Engineer,50000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,56619.0,Senior-level (Intermediate),Full-time,United Kingdom
2020,MI,FT,Data Scientist,11000000.0,HUF,HU,50,Hybrid,HU,L,Data Science,307.997,35715.0,Mid-level (Junior),Full-time,Hungary
2020,MI,FT,Data Scientist,3000000.0,INR,IN,0,On-site only,IN,L,Data Science,74.1,40486.0,Mid-level (Junior),Full-time,India
2020,MI,FT,Product Data Analyst,450000.0,INR,IN,100,Fully remote,IN,L,Data Analyst,74.1,6073.0,Mid-level (Junior),Full-time,India
2021,MI,FT,Lead Data Analyst,1450000.0,INR,IN,100,Fully remote,IN,L,Data Analyst,73.918,19616.0,Mid-level (Junior),Full-time,India
2021,MI,FT,Data Scientist,700000.0,INR,IN,0,On-site only,IN,S,Data Science,73.918,9470.0,Mid-level (Junior),Full-time,India
2021,MI,FT,Big Data Engineer,1672000.0,INR,IN,0,On-site only,IN,L,Data Engineering,73.918,22620.0,Mid-level (Junior),Full-time,India
2021,MI,FT,Data Scientist,2500000.0,INR,IN,0,On-site only,IN,M,Data Science,73.918,33821.0,Mid-level (Junior),Full-time,India
2021,MI,FT,Data Scientist,1250000.0,INR,IN,100,Fully remote,IN,S,Data Science,73.918,16911.0,Mid-level (Junior),Full-time,India
2022,MI,FT,Business Data Analyst,1400000.0,INR,IN,100,Fully remote,IN,M,Data Analyst,80.2144,17453.0,Mid-level (Junior),Full-time,India
2022,MI,FT,Data Scientist,2400000.0,INR,IN,100,Fully remote,IN,L,Data Science,80.2144,29920.0,Mid-level (Junior),Full-time,India
2020,EN,FT,Data Science Consultant,423000.0,INR,IN,50,Hybrid,IN,M,Data Science,74.1,5709.0,Entry-level,Full-time,India
2020,EN,FT,Data Analyst,450000.0,INR,IN,0,On-site only,IN,S,Data Analyst,74.1,6073.0,Entry-level,Full-time,India
2021,EN,FT,Machine Learning Engineer,20000.0,USD,IN,100,Fully remote,IN,S,Machine Learning,1.0,20000.0,Entry-level,Full-time,India
2021,EN,FT,Data Scientist,2200000.0,INR,IN,50,Hybrid,IN,L,Data Science,73.918,29763.0,Entry-level,Full-time,India
2021,EN,FT,Data Engineer,2250000.0,INR,IN,100,Fully remote,IN,L,Data Engineering,73.918,30439.0,Entry-level,Full-time,India
2021,EN,FT,Big Data Engineer,1200000.0,INR,IN,100,Fully remote,IN,L,Data Engineering,73.918,16234.0,Entry-level,Full-time,India
2021,EN,FT,Data Engineer,1600000.0,INR,IN,50,Hybrid,IN,M,Data Engineering,73.918,21646.0,Entry-level,Full-time,India
2021,EN,FT,Data Scientist,2100000.0,INR,IN,100,Fully remote,IN,M,Data Science,73.918,28410.0,Entry-level,Full-time,India
2022,EN,FT,Data Scientist,1400000.0,INR,IN,100,Fully remote,IN,M,Data Science,80.2144,17453.0,Entry-level,Full-time,India
2021,SE,FT,Lead Data Scientist,3000000.0,INR,IN,50,Hybrid,IN,L,Data Science,73.918,40586.0,Senior-level (Intermediate),Full-time,India
2021,SE,FT,Machine Learning Engineer,1799997.0,INR,IN,100,Fully remote,IN,L,Machine Learning,73.918,24351.0,Senior-level (Intermediate),Full-time,India
2021,SE,FT,Machine Learning Engineer,4900000.0,INR,IN,0,On-site only,IN,L,Machine Learning,73.918,66290.0,Senior-level (Intermediate),Full-time,India
2021,SE,FT,Data Science Manager,7000000.0,INR,IN,50,Hybrid,IN,L,Leadership (DS),73.918,94700.0,Senior-level (Intermediate),Full-time,India
2022,EX,FT,Head of Machine Learning,6000000.0,INR,IN,50,Hybrid,IN,L,Leadership (ML),80.2144,74800.0,Executive-level / Director (Expert),Full-time,India
2021,MI,PT,3D Computer Vision Researcher,400000.0,INR,IN,50,Hybrid,IN,M,Artificial Intelligence,73.918,5411.0,Mid-level (Junior),Part-time,India
2020,MI,FT,Machine Learning Engineer,299000.0,CNY,CN,0,On-site only,CN,M,Machine Learning,6.901,43327.0,Mid-level (Junior),Full-time,China
2021,EN,FT,Research Scientist,100000.0,USD,JE,0,On-site only,CN,L,Research,1.0,100000.0,Entry-level,Full-time,China
2021,MI,FT,Data Scientist,50000.0,USD,NG,100,Fully remote,NG,L,Data Science,1.0,50000.0,Mid-level (Junior),Full-time,Nigeria
2020,EN,FT,Data Analyst,10000.0,USD,NG,100,Fully remote,NG,S,Data Analyst,1.0,10000.0,Entry-level,Full-time,Nigeria
2021,MI,FT,Data Engineer,4000.0,USD,IR,100,Fully remote,IR,M,Data Engineering,1.0,4000.0,Mid-level (Junior),Full-time,Iran
2021,MI,FT,Machine Learning Engineer,74000.0,USD,JP,50,Hybrid,JP,S,Machine Learning,1.0,74000.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,7000000.0,JPY,JP,50,Hybrid,JP,S,Machine Learning,109.754,63779.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,8500000.0,JPY,JP,50,Hybrid,JP,S,Machine Learning,109.754,77446.0,Mid-level (Junior),Full-time,Japan
2020,EN,FT,Data Engineer,4450000.0,JPY,JP,100,Fully remote,JP,S,Data Engineering,106.775,41676.0,Entry-level,Full-time,Japan
2020,SE,FT,Machine Learning Scientist,260000.0,USD,JP,0,On-site only,JP,S,Machine Learning,1.0,260000.0,Senior-level (Intermediate),Full-time,Japan
2021,SE,FT,Director of Data Science,168000.0,USD,JP,0,On-site only,JP,S,Leadership (DS),1.0,168000.0,Senior-level (Intermediate),Full-time,Japan
2021,MI,FT,Big Data Engineer,18000.0,USD,MD,0,On-site only,MD,S,Data Engineering,1.0,18000.0,Mid-level (Junior),Full-time,Moldova
2021,MI,FT,Research Scientist,69999.0,USD,CZ,50,Hybrid,CZ,L,Research,1.0,69999.0,Mid-level (Junior),Full-time,Czech Republic
2022,EN,CT,Applied Machine Learning Scientist,29000.0,EUR,TN,100,Fully remote,CZ,M,Machine Learning,1.0093,28733.0,Entry-level,Contract,Czech Republic
2021,MI,FT,Data Engineer,38400.0,EUR,NL,100,Fully remote,NL,L,Data Engineering,0.845,45444.0,Mid-level (Junior),Full-time,Netherlands
2020,EN,FT,Research Scientist,42000.0,USD,NL,50,Hybrid,NL,L,Research,1.0,42000.0,Entry-level,Full-time,Netherlands
2022,SE,FT,Machine Learning Engineer,57000.0,EUR,NL,100,Fully remote,NL,L,Machine Learning,1.0093,56475.0,Senior-level (Intermediate),Full-time,Netherlands
2021,MI,PT,Data Engineer,59000.0,EUR,NL,100,Fully remote,NL,L,Data Engineering,0.845,69822.0,Mid-level (Junior),Part-time,Netherlands
2021,MI,FT,Data Science Engineer,34000.0,EUR,GR,100,Fully remote,GR,M,Data Engineering,0.845,40237.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Analyst,20000.0,USD,GR,100,Fully remote,GR,S,Data Analyst,1.0,20000.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,ETL Developer,50000.0,EUR,GR,0,On-site only,GR,M,Data Engineering,1.0093,49539.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Engineer,60000.0,EUR,GR,100,Fully remote,GR,M,Data Engineering,1.0093,59447.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Engineer,45000.0,EUR,GR,100,Fully remote,GR,M,Data Engineering,1.0093,44585.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Engineer,80000.0,EUR,GR,100,Fully remote,GR,M,Data Engineering,1.0093,79263.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Analyst,40000.0,EUR,GR,100,Fully remote,GR,M,Data Analyst,1.0093,39631.0,Mid-level (Junior),Full-time,Greece
2022,MI,FT,Data Analyst,30000.0,EUR,GR,100,Fully remote,GR,M,Data Analyst,1.0093,29724.0,Mid-level (Junior),Full-time,Greece
2020,SE,FT,Data Engineer,42000.0,EUR,GR,50,Hybrid,GR,L,Data Engineering,0.876,47945.0,Senior-level (Intermediate),Full-time,Greece
2021,MI,FT,Data Engineer,24000.0,EUR,MT,50,Hybrid,MT,L,Data Engineering,0.845,28402.0,Mid-level (Junior),Full-time,Malta
2021,MI,FT,Machine Learning Engineer,21000.0,EUR,SI,50,Hybrid,SI,L,Machine Learning,0.845,24852.0,Mid-level (Junior),Full-time,Slovenia
2021,SE,FT,Head of Data,87000.0,EUR,SI,100,Fully remote,SI,L,Leadership (DS),0.845,102959.0,Senior-level (Intermediate),Full-time,Slovenia
2021,MI,FT,Machine Learning Engineer,75000.0,EUR,BE,100,Fully remote,BE,M,Machine Learning,0.845,88757.0,Mid-level (Junior),Full-time,Belgium
2021,SE,FT,Machine Learning Engineer,70000.0,EUR,BE,50,Hybrid,BE,M,Machine Learning,0.845,82840.0,Senior-level (Intermediate),Full-time,Belgium
2021,MI,FT,Machine Learning Engineer,43200.0,EUR,IT,50,Hybrid,IT,L,Machine Learning,0.845,51124.0,Mid-level (Junior),Full-time,Italy
2020,EN,PT,Data Scientist,19000.0,EUR,IT,50,Hybrid,IT,S,Data Science,0.876,21689.0,Entry-level,Part-time,Italy
2021,MI,FT,Data Engineer,110000.0,PLN,PL,100,Fully remote,PL,L,Data Engineering,3.862,28483.0,Mid-level (Junior),Full-time,Poland
2021,MI,FT,Machine Learning Engineer,180000.0,PLN,PL,100,Fully remote,PL,L,Machine Learning,3.862,46608.0,Mid-level (Junior),Full-time,Poland
2022,MI,FT,Data Scientist,150000.0,PLN,PL,100,Fully remote,PL,L,Data Science,4.7826,31364.0,Mid-level (Junior),Full-time,Poland
2021,EX,FT,Director of Data Science,130000.0,EUR,IT,100,Fully remote,PL,L,Leadership (DS),0.845,153846.0,Executive-level / Director (Expert),Full-time,Poland
2021,MI,FT,Research Scientist,235000.0,CAD,CA,100,Fully remote,CA,L,Research,1.254,187400.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Data Scientist,95000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.254,75758.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Principal Data Analyst,75000.0,USD,CA,100,Fully remote,CA,S,Data Analyst,1.0,75000.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Analyst,85000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,85000.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Analyst,75000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,75000.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.3315,75103.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Business Data Analyst,90000.0,CAD,CA,50,Hybrid,CA,L,Data Analyst,1.3315,67593.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Scientist,88000.0,CAD,CA,100,Fully remote,CA,M,Data Science,1.3315,66091.0,Mid-level (Junior),Full-time,Canada
2022,EN,FT,Data Analyst,67000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,67000.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Analyst,52000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,52000.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Scientist,66500.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.3315,49944.0,Entry-level,Full-time,Canada
2020,SE,FT,Machine Learning Manager,157000.0,CAD,CA,50,Hybrid,CA,L,Leadership (ML),1.341,117077.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Machine Learning Scientist,225000.0,USD,US,100,Fully remote,CA,L,Machine Learning,1.0,225000.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Science Engineer,159500.0,CAD,CA,50,Hybrid,CA,L,Data Engineering,1.254,127193.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Research Scientist,120500.0,CAD,CA,50,Hybrid,CA,L,Research,1.254,96093.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,110000.0,CAD,CA,100,Fully remote,CA,S,Data Science,1.254,87719.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Analyst,90000.0,CAD,CA,100,Fully remote,CA,M,Data Analyst,1.254,71770.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,130000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.254,103668.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Big Data Architect,125000.0,CAD,CA,50,Hybrid,CA,M,Data Architect,1.254,99681.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Architect,192400.0,USD,CA,100,Fully remote,CA,M,Data Architect,1.0,192400.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Architect,90700.0,USD,CA,100,Fully remote,CA,M,Data Architect,1.0,90700.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Analyst,130000.0,USD,CA,100,Fully remote,CA,M,Data Analyst,1.0,130000.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Analyst,61300.0,USD,CA,100,Fully remote,CA,M,Data Analyst,1.0,61300.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.3315,75103.0,Senior-level (Intermediate),Full-time,Canada
2022,EX,FT,Lead Data Engineer,150000.0,CAD,CA,100,Fully remote,CA,S,Data Engineering,1.3315,112655.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Director of Data Science,250000.0,CAD,CA,50,Hybrid,CA,L,Leadership (DS),1.3315,187758.0,Executive-level / Director (Expert),Full-time,Canada
2021,MI,FT,Data Scientist,160000.0,SGD,SG,100,Fully remote,IL,M,Data Science,1.343,119136.0,Mid-level (Junior),Full-time,Israel
2021,MI,FT,Data Scientist,58000.0,MXN,MX,0,On-site only,MX,S,Data Science,20.272,2861.0,Mid-level (Junior),Full-time,Mexico
2020,SE,FT,Data Engineer,720000.0,MXN,MX,0,On-site only,MX,S,Data Engineering,21.486,33510.0,Senior-level (Intermediate),Full-time,Mexico
2022,SE,FT,Data Science Engineer,60000.0,USD,AR,100,Fully remote,MX,L,Data Engineering,1.0,60000.0,Senior-level (Intermediate),Full-time,Mexico
2021,MI,FT,Data Scientist,69600.0,BRL,BR,0,On-site only,BR,S,Data Science,5.394,12903.0,Mid-level (Junior),Full-time,Brazil
2021,SE,FT,Computer Vision Engineer,24000.0,USD,BR,100,Fully remote,BR,M,Artificial Intelligence,1.0,24000.0,Senior-level (Intermediate),Full-time,Brazil
2021,SE,FT,Computer Vision Engineer,102000.0,BRL,BR,0,On-site only,BR,M,Artificial Intelligence,5.394,18910.0,Senior-level (Intermediate),Full-time,Brazil
2021,MI,FT,Data Engineer,108000.0,TRY,TR,0,On-site only,TR,M,Data Engineering,8.85,12203.0,Mid-level (Junior),Full-time,Turkey
2021,SE,FT,Data Scientist,180000.0,TRY,TR,50,Hybrid,TR,L,Data Science,8.85,20339.0,Senior-level (Intermediate),Full-time,Turkey
2022,MI,FT,Head of Data,30000.0,EUR,EE,100,Fully remote,EE,S,Leadership (DS),1.0093,29724.0,Mid-level (Junior),Full-time,Estonia
2022,MI,FT,Machine Learning Engineer,121000.0,AUD,AU,100,Fully remote,AU,L,Machine Learning,1.4962,80872.0,Mid-level (Junior),Full-time,Australia
2022,EN,FT,Computer Vision Software Engineer,150000.0,USD,AU,100,Fully remote,AU,S,Artificial Intelligence,1.0,150000.0,Entry-level,Full-time,Australia
2022,EN,FT,Data Scientist,120000.0,AUD,AU,50,Hybrid,AU,M,Data Science,1.4962,80203.0,Entry-level,Full-time,Australia
2022,MI,FT,Data Scientist,115000.0,CHF,CH,0,On-site only,CH,L,Data Science,0.973,118191.0,Mid-level (Junior),Full-time,Switzerland
2021,EN,FT,Big Data Engineer,435000.0,INR,IN,0,On-site only,CH,L,Data Engineering,73.918,5885.0,Entry-level,Full-time,Switzerland
2020,EN,FT,AI Scientist,300000.0,DKK,DK,50,Hybrid,DK,S,Artificial Intelligence,6.542,45858.0,Entry-level,Full-time,Denmark
2021,SE,FT,Marketing Data Analyst,75000.0,EUR,GR,100,Fully remote,DK,L,Data Analyst,0.845,88757.0,Senior-level (Intermediate),Full-time,Denmark
2021,EN,PT,Computer Vision Engineer,180000.0,DKK,DK,50,Hybrid,DK,S,Artificial Intelligence,6.287,28631.0,Entry-level,Part-time,Denmark
2021,EN,FT,Machine Learning Developer,100000.0,USD,IQ,50,Hybrid,IQ,S,Machine Learning,1.0,100000.0,Entry-level,Full-time,Iraq
2021,EN,FT,Machine Learning Engineer,21844.0,USD,CO,50,Hybrid,CO,M,Machine Learning,1.0,21844.0,Entry-level,Full-time,Colombia
2021,EN,FT,BI Data Analyst,9272.0,USD,KE,100,Fully remote,KE,S,Data Analyst,1.0,9272.0,Entry-level,Full-time,Kenya
2021,EN,FT,Data Scientist,4000.0,USD,VN,0,On-site only,VN,M,Data Science,1.0,4000.0,Entry-level,Full-time,Vietnam
2022,EN,FT,Data Scientist,40000.0,USD,JP,100,Fully remote,MY,L,Data Science,1.0,40000.0,Entry-level,Full-time,Malaysia
2020,SE,FT,Machine Learning Engineer,40000.0,EUR,HR,100,Fully remote,HR,S,Machine Learning,0.876,45662.0,Senior-level (Intermediate),Full-time,Croatia
2020,SE,FT,Lead Data Engineer,125000.0,USD,NZ,50,Hybrid,NZ,S,Data Engineering,1.0,125000.0,Senior-level (Intermediate),Full-time,New Zealand
2022,SE,FT,Machine Learning Engineer,65000.0,EUR,IE,100,Fully remote,IE,S,Machine Learning,1.0093,64401.0,Senior-level (Intermediate),Full-time,Ireland
2021,EX,FT,Head of Data,230000.0,USD,RU,50,Hybrid,RU,L,Leadership (DS),1.0,230000.0,Executive-level / Director (Expert),Full-time,Russia
2021,EX,FT,Head of Data Science,85000.0,USD,RU,0,On-site only,RU,M,Leadership (DS),1.0,85000.0,Executive-level / Director (Expert),Full-time,Russia
2022,EN,PT,Data Scientist,100000.0,USD,DZ,50,Hybrid,DZ,M,Data Science,1.0,100000.0,Entry-level,Part-time,Algeria
